nuts3;naz_kraj;pocet_okresu;geom4326
CZ052;Královéhradecký;5;MULTIPOLYGON(((15.5402531771459 50.7801931912058,15.585448041704 50.7786744173223,15.6017679311749 50.7768059099947,15.6802471889287 50.7547388930626,15.6839219077945 50.7525851393009,15.6878539524092 50.7460875304558,15.6886077085289 50.7428161055876,15.6952414794688 50.7399409990895,15.7057065476802 50.7372595025683,15.7474569277941 50.7398754587741,15.7690138580223 50.7429314899418,15.7900238581319 50.7482509080639,15.7999643429107 50.7526262671659,15.810354760837 50.7550060145755,15.8161950525365 50.7553230489431,15.8261152169659 50.7454057479698,15.8627680854513 50.6791810998997,15.8945098756233 50.6769196754918,15.918023018603 50.6833653475344,15.9553583880008 50.6912871463538,15.9612303841229 50.6918753158465,15.9672651068251 50.6917009769591,15.9885950769601 50.6848960837713,15.9909411494271 50.6834317533969,16.0034995370863 50.6589274533896,16.0071992479709 50.6361684429955,15.9951157616946 50.6210199924096,15.9867149404123 50.6152216242023,15.986448966234 50.6134843578672,15.9907997779869 50.6104258553128,16.0248353849866 50.5986247421528,16.0529577561048 50.6108887675954,16.0760429508358 50.6424168249258,16.100342012243 50.660451536586,16.1100198188643 50.6614454664,16.1257828218149 50.6605644726331,16.1483585861706 50.6532996010504,16.1712942107895 50.6441613782752,16.1769479138958 50.6396219249489,16.1790469700418 50.6343221432541,16.220518658893 50.6364889455127,16.2211564106123 50.6457888271589,16.2269807175674 50.6621073051113,16.2307317469534 50.6684252670651,16.2349094734691 50.6716668095048,16.3137430874219 50.6643879832354,16.3221539067371 50.6665996546038,16.336545638594 50.6625443223144,16.3730368296149 50.6371285648635,16.3862981155923 50.6248260734305,16.3944668369473 50.6187100054154,16.4225548395225 50.6066854717066,16.431803215233 50.5985728816969,16.4434701651768 50.5862420674321,16.444912914766 50.5795683611,16.4267016340876 50.5709263877963,16.4110818153766 50.5485186918551,16.3997355519826 50.5273311232266,16.3602867022239 50.5012748126796,16.3458694908184 50.4957138771231,16.3439612508072 50.4956617457017,16.3347174212885 50.5008868924885,16.3102833484763 50.4986144354208,16.30690629888 50.4919830531773,16.2940863160513 50.4792388041201,16.283683799294 50.4797921245602,16.2734615757567 50.4825419633204,16.2587093832639 50.48017625469,16.2050058772739 50.4480149792965,16.1988394826642 50.4417860745841,16.1957138277372 50.4321324156228,16.1982863714516 50.428841307022,16.2280371822059 50.4110266913117,16.2325490021298 50.413043911478,16.2381060713575 50.4140819377758,16.2526727321034 50.4057580849141,16.2663510012646 50.3889354303253,16.308754500931 50.3831319443509,16.3606230858813 50.3795618926476,16.3631609917176 50.3772895095932,16.3680152921092 50.3669658785599,16.3658619836713 50.3573317239182,16.3611395033423 50.3536715668001,16.3621501575227 50.3497555866237,16.3831705607005 50.3288109408049,16.3892557328141 50.3244903807848,16.3992637890273 50.3191906767633,16.4053373770778 50.3201456458578,16.4107863165024 50.3245926088211,16.4258129381517 50.3253080743407,16.4310869895261 50.3247303938994,16.435646697233 50.3216085323175,16.4645879801605 50.2956589203935,16.4684601235182 50.2858428611027,16.4897047810068 50.264273902142,16.5229004396218 50.2393290375552,16.5287745209661 50.2377141601871,16.5374664037441 50.2389865790349,16.5536031617928 50.2217107988067,16.5617391669911 50.2074926606663,16.5555492588966 50.1936449381044,16.5578326775157 50.1705823023842,16.5607238311329 50.1648888273141,16.5685327520178 50.1604274564718,16.5783600356065 50.1576845039957,16.5854169840038 50.1522741915004,16.5825100362557 50.1442133919108,16.5799666647447 50.1424551893506,16.5693509407208 50.138654011798,16.5217545368085 50.1552305564076,16.5206083404118 50.1596030357987,16.5057129649799 50.1649289929848,16.4963858517762 50.1675559554334,16.4861747211236 50.1660212658325,16.4793176688162 50.1635874728515,16.4777511665652 50.1614636368893,16.4780722507378 50.1460703333247,16.4743663391938 50.1385492944497,16.4722357675677 50.1368869666199,16.4518452579124 50.1283458902193,16.4086114756339 50.1162241294799,16.3920410454165 50.1137217708524,16.351421067925 50.1004725499564,16.3406625059052 50.0923688538264,16.3252716052804 50.068262703187,16.3214134600613 50.056410940019,16.3302885166062 50.0485955748013,16.3326645282747 50.0403208323935,16.2726205253059 50.0456787879224,16.2541634634791 50.0429832770737,16.1970484668066 50.0383967143322,16.195134510934 50.0389447204873,16.1817404755239 50.0511217564656,16.1753903144822 50.0588708773219,16.1238468719214 50.0766201293668,16.071244925673 50.092946380146,16.0488536419476 50.112524251967,16.0096200054082 50.1126320652985,16.0093090239425 50.1348973196852,16.0075120226552 50.1460583139636,15.9922214222362 50.1573748270753,15.9634862694378 50.1582124741244,15.9450541586862 50.1622215880775,15.9170204002668 50.1706045454396,15.8877968674146 50.1624627642469,15.8479114028827 50.1381802847758,15.8413010346209 50.1326243001765,15.8345075190638 50.1317305408219,15.8164565446743 50.1359948871386,15.8047645378897 50.1412830935278,15.8029161411234 50.1459484181078,15.8044104308767 50.1519533027819,15.8072680168273 50.1569173600328,15.8005343257844 50.1627391720057,15.7813715227376 50.1737056161719,15.7762145655079 50.1756602507009,15.7711509792835 50.1729940160701,15.7666678479959 50.1673836270048,15.7561797345756 50.1685260876989,15.7546696732638 50.1638246483476,15.7459145212578 50.1645102053683,15.7403986067754 50.1611009083979,15.7395286959853 50.1546287070477,15.7439382451244 50.1542759136406,15.7404999641043 50.1436339921862,15.7389236972793 50.1416394205996,15.6897089682061 50.1257079119248,15.6780964745073 50.1259691817722,15.6466353615306 50.137561843741,15.5956314733288 50.1341710509048,15.5856142378365 50.1340940791994,15.580589056804 50.1366928074991,15.5806160344816 50.1409992003265,15.5653527084355 50.1461359241039,15.5337345514972 50.140178360161,15.5214303502337 50.1350292688418,15.5193524587946 50.1292944093238,15.5194654840502 50.1232985424293,15.4724231964385 50.1010370426279,15.4667124325443 50.0991301582143,15.452136641019 50.0953065052943,15.4373798421839 50.1098874606916,15.4480044227548 50.1245512374444,15.4140556022889 50.1359431980287,15.381873206393 50.1455550974363,15.3630509048612 50.1626336797026,15.3888593783293 50.1841003563016,15.3974427984468 50.1978517155733,15.3979751849366 50.2060980910715,15.3910565421964 50.2178649386478,15.3718979990542 50.2279928917916,15.3729891850321 50.2436905191312,15.3837709253097 50.2559085676297,15.3777493030231 50.2849426590444,15.3542195968817 50.297957815621,15.2910171938958 50.2896916721226,15.2547690078413 50.2908083923104,15.2367371885094 50.2859180058621,15.213922996238 50.2953622501812,15.2085130993528 50.2986064759616,15.2035782986105 50.3089184402542,15.2069567605683 50.3134879224298,15.2136855952122 50.3155176044945,15.2173308848649 50.3147447054824,15.2178040508286 50.3180582379095,15.1887063521971 50.3398840498512,15.1689016430127 50.3456295642846,15.1540559675491 50.3390651504116,15.1297961603517 50.3457767213019,15.1042313812605 50.376105246498,15.1178858476541 50.388899178652,15.1369811887472 50.3959116792261,15.1550825976733 50.407508145522,15.1623035549981 50.4272624563995,15.1447451443702 50.4750492316402,15.1343244274275 50.4895013660533,15.1312130358124 50.4923931675785,15.1240906439485 50.4959539893601,15.1191817201769 50.4965792961538,15.1174085363602 50.4975818977567,15.1134772591057 50.5033827526534,15.1136293181672 50.5065448743556,15.1151160245898 50.5076135058614,15.1381106818661 50.5197381646894,15.146930575293 50.5226753482109,15.1678640128765 50.5138385110071,15.2232070816728 50.4941994784289,15.2387076265807 50.4956306315973,15.2424555973075 50.498312636891,15.2428903793287 50.5044854485219,15.2473545670742 50.5118159806824,15.2657808574091 50.5256489787034,15.338700817869 50.5120197946536,15.3923597628071 50.4798282668958,15.4017664302093 50.4798559540441,15.4281891594063 50.4824881013526,15.4415783518174 50.4871806642801,15.4501519898618 50.4964120573645,15.4520052188874 50.501864352239,15.4425050642044 50.5034607731355,15.43743271273 50.5165742332237,15.4365147554014 50.5217172874534,15.4392688650254 50.5237660860106,15.4792354101948 50.5327367354983,15.5138319984491 50.5179412713218,15.5354197188407 50.5136790776485,15.5830962928675 50.5136269402644,15.6322336709847 50.5227389311966,15.6325687095827 50.525360275752,15.6266062009468 50.5358142882574,15.6035927328439 50.5563909038133,15.5868797854955 50.5678679390844,15.5711419081089 50.581178393209,15.5811251432515 50.5990696129221,15.5940903596538 50.6110378905046,15.5615174382365 50.6822972011265,15.5650536145929 50.7086307235594,15.5695150818941 50.7293423750553,15.552041898981 50.7509077288818,15.5448083122433 50.753619432075,15.5379198700252 50.7590610996434,15.5354339151107 50.763252344,15.5352077601742 50.779368083625,15.5402531771459 50.7801931912058)))
