tok_id,naz_tok,rec_naz,wkt
"104040000100","Dědina","Orlice","MULTIPOLYGON(((16.14921 50.29378,16.14916 50.29378,16.14883 50.29376,16.14865 50.29372,16.14843 50.29368,16.14824 50.29368,16.14759 50.29373,16.14784 50.29372,16.14863 50.29385,16.14918 50.29383,16.14981 50.29376,16.1494 50.29378,16.14921 50.29378)))"
"100260000100","Čistá","Labe","MULTIPOLYGON(((15.72607 50.54126,15.72607 50.54141,15.7262 50.5414,15.72626 50.54106,15.72638 50.54085,15.72644 50.54065,15.72659 50.54034,15.72641 50.54038,15.72629 50.54069,15.72613 50.54106,15.72607 50.54126)))"
"100010000100","Labe","Labe","MULTIPOLYGON(((15.61555 50.62169,15.61712 50.62084,15.61736 50.62061,15.6178 50.62003,15.61801 50.61966,15.61768 50.61956,15.61752 50.61985,15.6173 50.62017,15.61702 50.62049,15.61681 50.62068,15.61616 50.62106,15.6158 50.62115,15.61564 50.62123,15.61513 50.6216,15.61469 50.62208,15.61457 50.62227,15.61447 50.62246,15.61433 50.62285,15.61466 50.62286,15.6148 50.62249,15.61501 50.62216,15.61524 50.62189,15.61555 50.62169)))"
"102820000100","Bělá","Divoká Orlice","MULTIPOLYGON(((16.31968 50.25355,16.3195 50.25345,16.31931 50.25344,16.31903 50.25349,16.31867 50.25362,16.31814 50.25388,16.31799 50.25408,16.31795 50.2543,16.31796 50.25451,16.31798 50.2546,16.3181 50.25478,16.31825 50.25494,16.31842 50.25455,16.31837 50.25449,16.31832 50.2543,16.31837 50.25413,16.31847 50.25395,16.31877 50.25379,16.31917 50.25368,16.31941 50.25364,16.31968 50.25355)))"
"102820000100","Bělá","Divoká Orlice","MULTIPOLYGON(((16.30729 50.23402,16.30683 50.23378,16.30668 50.23364,16.30639 50.23338,16.30611 50.23315,16.30577 50.23297,16.30552 50.23285,16.30492 50.23263,16.30455 50.23251,16.30429 50.23245,16.30389 50.23234,16.30337 50.23203,16.30284 50.23177,16.30211 50.2316,16.30163 50.23151,16.30088 50.23164,16.30047 50.23184,16.30071 50.23193,16.30102 50.23202,16.30143 50.23208,16.30204 50.23229,16.302 50.23239,16.30181 50.23249,16.30166 50.23246,16.30103 50.23224,16.30076 50.23209,16.30064 50.23206,16.30067 50.23201,16.30032 50.23188,16.30024 50.23194,16.29998 50.23208,16.29956 50.23205,16.29947 50.23193,16.29944 50.23181,16.29945 50.23166,16.29952 50.23145,16.2995 50.2314,16.29945 50.23134,16.29933 50.23128,16.29818 50.23124,16.29796 50.2312,16.29723 50.231,16.29681 50.23085,16.29662 50.23083,16.29627 50.23081,16.29596 50.23084,16.29585 50.23079,16.29534 50.23067,16.2949 50.23058,16.29495 50.2307,16.29555 50.23106,16.29582 50.23124,16.29622 50.23158,16.29657 50.23177,16.29747 50.23198,16.29812 50.23204,16.29845 50.23203,16.29871 50.23199,16.29894 50.23202,16.29919 50.23207,16.30001 50.23238,16.30027 50.23252,16.30088 50.2327,16.30182 50.23284,16.30302 50.23296,16.30338 50.23302,16.30361 50.23308,16.3042 50.23334,16.30457 50.23355,16.305 50.23373,16.30557 50.23401,16.30637 50.23452,16.3066 50.23471,16.30682 50.23483,16.30724 50.23512,16.30742 50.2352,16.30761 50.23522,16.30776 50.23521,16.30787 50.2352,16.30805 50.23513,16.30826 50.23512,16.30847 50.23519,16.30874 50.23529,16.30946 50.23559,16.3101 50.23576,16.31022 50.23591,16.31037 50.23604,16.31086 50.23635,16.31173 50.23675,16.31199 50.23669,16.31237 50.23686,16.31322 50.23751,16.31364 50.23775,16.31394 50.23795,16.31434 50.23818,16.31458 50.2383,16.31454 50.23814,16.31445 50.23799,16.31416 50.23781,16.31397 50.23765,16.31371 50.23747,16.3135 50.23728,16.31329 50.23708,16.31307 50.23683,16.31272 50.23656,16.31217 50.23618,16.31175 50.23601,16.31132 50.23585,16.31093 50.23569,16.31068 50.23563,16.3104 50.23548,16.31001 50.23538,16.30926 50.23509,16.30913 50.23502,16.3088 50.23493,16.3085 50.23482,16.30827 50.23469,16.30805 50.23452,16.30789 50.23444,16.30769 50.23431,16.30729 50.23402),(16.30799 50.23471,16.30792 50.23476,16.30786 50.23474,16.30772 50.23486,16.30723 50.23471,16.30686 50.23463,16.30601 50.23417,16.30635 50.23392,16.3068 50.23409,16.30755 50.23442,16.30799 50.23471),(16.30616 50.23377,16.30582 50.23401,16.30493 50.23359,16.30368 50.23291,16.30405 50.23266,16.30425 50.23267,16.30452 50.23282,16.30524 50.23306,16.30589 50.23342,16.30616 50.23377)))"
"100860000100","Úpa","Labe","MULTIPOLYGON(((15.93005 50.35737,15.93013 50.35751,15.93019 50.35759,15.93022 50.35755,15.93021 50.3575,15.93019 50.35748,15.93015 50.35747,15.93016 50.35744,15.93009 50.35739,15.93005 50.35737)))"
"102820000100","Bělá","Divoká Orlice","MULTIPOLYGON(((16.375 50.31359,16.3748 50.31379,16.37468 50.31385,16.3746 50.31402,16.37459 50.31412,16.37452 50.3145,16.37461 50.31469,16.37478 50.31484,16.37498 50.315,16.37513 50.31525,16.37527 50.31545,16.37536 50.31571,16.37541 50.31614,16.37552 50.31647,16.37539 50.31674,16.37566 50.31682,16.37582 50.3165,16.37592 50.31647,16.37577 50.3164,16.37567 50.31611,16.37559 50.31569,16.37557 50.31547,16.3754 50.31529,16.37526 50.31511,16.37512 50.3147,16.37507 50.31425,16.37509 50.31399,16.37522 50.31368,16.37525 50.3135,16.37519 50.31337,16.37514 50.31322,16.3752 50.31291,16.37531 50.31258,16.37525 50.31245,16.37499 50.31207,16.3749 50.31199,16.37487 50.312,16.37488 50.31211,16.37494 50.3122,16.375 50.31239,16.37509 50.31261,16.37494 50.31303,16.37496 50.31325,16.375 50.3134,16.375 50.31359)))"
"102300000100","Divoká Orlice","Orlice","MULTIPOLYGON(((16.26613 50.10696,16.26618 50.10691,16.26609 50.10693,16.26598 50.10703,16.26597 50.10705,16.26597 50.10707,16.26599 50.10707,16.26603 50.10704,16.26613 50.10696)))"
"102820000100","Bělá","Divoká Orlice","MULTIPOLYGON(((16.29151 50.22592,16.29103 50.22532,16.29076 50.22505,16.2906 50.22492,16.2901 50.22445,16.28985 50.22417,16.28962 50.22396,16.28882 50.22356,16.28845 50.22334,16.28832 50.22316,16.28815 50.22304,16.28806 50.22294,16.28797 50.22287,16.28785 50.22271,16.2873 50.22236,16.28654 50.22213,16.28614 50.22198,16.28605 50.22191,16.2857 50.22176,16.28556 50.22167,16.28527 50.22156,16.28507 50.22156,16.28497 50.22159,16.28488 50.22164,16.2848 50.22174,16.28478 50.22181,16.28474 50.22185,16.28448 50.22202,16.28435 50.22208,16.28423 50.22206,16.28412 50.22198,16.2841 50.22194,16.28393 50.22183,16.28322 50.22105,16.28308 50.22089,16.28303 50.22071,16.28248 50.2201,16.2824 50.22006,16.28226 50.22002,16.28173 50.21956,16.28162 50.21951,16.28084 50.21896,16.28029 50.21865,16.27977 50.21833,16.27933 50.2181,16.27872 50.21774,16.27851 50.21767,16.27831 50.21767,16.27813 50.21761,16.27759 50.21734,16.27739 50.21727,16.2771 50.21718,16.27616 50.21703,16.27537 50.21685,16.27502 50.21681,16.27415 50.21658,16.27322 50.21609,16.27282 50.21599,16.2725 50.21584,16.27225 50.2157,16.27198 50.21551,16.27189 50.21538,16.27181 50.21531,16.27127 50.21524,16.27099 50.21518,16.27035 50.21508,16.2701 50.21498,16.26992 50.21487,16.2696 50.2147,16.26931 50.21436,16.26918 50.21427,16.269 50.21421,16.2684 50.21407,16.26797 50.21395,16.26719 50.2136,16.26704 50.21351,16.26671 50.21323,16.2664 50.2131,16.26606 50.21298,16.26583 50.21292,16.26451 50.21234,16.26413 50.21212,16.26397 50.21201,16.26376 50.21179,16.26345 50.21154,16.26328 50.21144,16.26292 50.21138,16.26243 50.21137,16.26218 50.21134,16.26141 50.21129,16.26106 50.21124,16.26082 50.21117,16.26054 50.21115,16.26007 50.21107,16.25994 50.21102,16.25971 50.21088,16.25943 50.21066,16.25923 50.21058,16.25906 50.21045,16.25858 50.21018,16.25799 50.20991,16.25772 50.20983,16.25729 50.20961,16.25692 50.20945,16.25655 50.20937,16.2564 50.20927,16.25603 50.2091,16.25529 50.2088,16.25488 50.20864,16.25429 50.20846,16.254 50.2084,16.25343 50.20824,16.25309 50.20817,16.25206 50.20836,16.25096 50.20832,16.25067 50.2083,16.25048 50.20826,16.25018 50.20807,16.24992 50.20788,16.24934 50.20763,16.24904 50.20755,16.24869 50.20731,16.24869 50.20701,16.24857 50.20688,16.24846 50.20685,16.24795 50.20675,16.24774 50.20674,16.24734 50.20668,16.24705 50.2067,16.24679 50.20667,16.24623 50.20664,16.24603 50.20658,16.24567 50.20627,16.24537 50.20609,16.245 50.20594,16.24448 50.20577,16.24419 50.20563,16.24416 50.20553,16.24415 50.2054,16.24418 50.20528,16.24417 50.20516,16.24411 50.20489,16.24396 50.20463,16.24386 50.20454,16.24372 50.20446,16.24362 50.20433,16.24354 50.20417,16.24343 50.20401,16.24299 50.20369,16.24249 50.20339,16.24191 50.20307,16.24155 50.20284,16.24125 50.20272,16.24106 50.20267,16.2407 50.2026,16.23984 50.20188,16.23966 50.20175,16.23948 50.20174,16.2394 50.20185,16.23967 50.20219,16.23982 50.20235,16.23994 50.20257,16.2403 50.20293,16.2404 50.20298,16.24042 50.20311,16.24085 50.20325,16.24106 50.20328,16.24133 50.20335,16.24156 50.20346,16.24189 50.20356,16.24243 50.20409,16.24261 50.20446,16.24262 50.20456,16.24272 50.20478,16.24294 50.20494,16.24311 50.20508,16.24354 50.20563,16.24381 50.20577,16.24406 50.20594,16.24434 50.2061,16.24475 50.20631,16.24487 50.20641,16.24522 50.20657,16.24544 50.2067,16.24594 50.20685,16.24627 50.20697,16.24649 50.20719,16.24667 50.20733,16.24669 50.20738,16.24738 50.20773,16.24763 50.20782,16.24769 50.20792,16.24848 50.20818,16.24882 50.20826,16.2491 50.20838,16.24952 50.20849,16.24995 50.20874,16.25019 50.20885,16.25036 50.20894,16.25086 50.20919,16.2514 50.20932,16.25165 50.20941,16.2519 50.20953,16.25198 50.2097,16.25208 50.2098,16.25216 50.20988,16.25238 50.20999,16.25348 50.20995,16.25378 50.2099,16.25399 50.20983,16.25456 50.2096,16.25499 50.20954,16.2555 50.20955,16.25581 50.20961,16.25599 50.2097,16.25625 50.2099,16.25716 50.21023,16.25758 50.21042,16.25897 50.21099,16.25955 50.21125,16.25977 50.2113,16.26035 50.21152,16.26055 50.21157,16.26137 50.21193,16.26161 50.21214,16.26166 50.21226,16.26187 50.21249,16.26251 50.21282,16.26287 50.21302,16.263 50.21319,16.26307 50.21364,16.26316 50.21372,16.26335 50.21382,16.26439 50.21448,16.26479 50.2147,16.26525 50.2149,16.26574 50.21505,16.26629 50.21536,16.26658 50.21549,16.26691 50.21555,16.26724 50.21568,16.26756 50.21589,16.26794 50.21595,16.26838 50.21595,16.26872 50.216,16.26965 50.21617,16.27014 50.21629,16.27083 50.2164,16.27136 50.21645,16.27181 50.21655,16.27233 50.21673,16.2727 50.21691,16.27304 50.21721,16.27322 50.21743,16.27339 50.21769,16.27353 50.21795,16.27389 50.21817,16.27457 50.21839,16.27494 50.2186,16.27529 50.21876,16.27552 50.21896,16.27574 50.21926,16.27601 50.21954,16.27637 50.21966,16.27749 50.21988,16.27774 50.21997,16.27808 50.22018,16.27849 50.22033,16.27901 50.22035,16.27964 50.22028,16.28055 50.22011,16.28089 50.22013,16.28114 50.22009,16.28133 50.22014,16.28156 50.22027,16.28163 50.2204,16.28184 50.22045,16.28221 50.22043,16.28235 50.2205,16.28254 50.22062,16.28303 50.22117,16.28357 50.22186,16.28387 50.22213,16.28416 50.22232,16.28487 50.22255,16.28567 50.22289,16.28581 50.22304,16.286 50.22332,16.28607 50.22339,16.28627 50.22344,16.28651 50.22345,16.28681 50.2234,16.28715 50.2233,16.28737 50.22321,16.2876 50.22321,16.28784 50.22326,16.28822 50.22346,16.28838 50.2236,16.28874 50.22374,16.28894 50.22385,16.28909 50.22391,16.28938 50.22426,16.28963 50.22469,16.28979 50.22512,16.28981 50.22541,16.29002 50.2258,16.29026 50.22642,16.29024 50.22669,16.29019 50.22692,16.29007 50.22726,16.2901 50.22737,16.29017 50.22747,16.29027 50.2278,16.29024 50.22795,16.29035 50.22831,16.29054 50.22853,16.29079 50.22874,16.2912 50.22904,16.29135 50.2291,16.29153 50.22915,16.29188 50.22918,16.29268 50.22939,16.29317 50.22945,16.29334 50.22952,16.2949 50.22966,16.29515 50.22971,16.29529 50.22982,16.29527 50.22997,16.29515 50.23016,16.29496 50.23039,16.29491 50.23053,16.29565 50.23064,16.29565 50.23053,16.2956 50.23034,16.29562 50.23012,16.29561 50.22979,16.29559 50.22971,16.29548 50.22959,16.29539 50.22952,16.29522 50.22945,16.29484 50.22934,16.29417 50.2292,16.29386 50.22915,16.29325 50.22897,16.29243 50.22861,16.29221 50.22841,16.29217 50.22833,16.29191 50.22839,16.29181 50.22828,16.29207 50.22822,16.29199 50.22808,16.29202 50.22782,16.29193 50.22713,16.29184 50.22686,16.29174 50.22638,16.29151 50.22592)))"
"100010000100","Labe","Labe","MULTIPOLYGON(((15.6063 50.63316,15.60647 50.63293,15.60657 50.63283,15.60641 50.63265,15.60552 50.63376,15.6053 50.634,15.60522 50.63417,15.60504 50.63424,15.60502 50.63431,15.60511 50.63457,15.60511 50.63497,15.6052 50.63522,15.60545 50.6356,15.60561 50.63605,15.60569 50.63618,15.60659 50.63706,15.60737 50.63797,15.60788 50.63883,15.6079 50.6392,15.60813 50.63909,15.60812 50.63885,15.60808 50.63871,15.60779 50.6382,15.60759 50.6379,15.60737 50.63765,15.60716 50.63734,15.60698 50.63696,15.60682 50.6367,15.60673 50.63645,15.60675 50.63625,15.60665 50.63593,15.60646 50.63567,15.60625 50.63534,15.60602 50.63513,15.60567 50.6347,15.60567 50.63442,15.60574 50.63407,15.60606 50.63351,15.6063 50.63316)))"
"102820000100","Bělá","Divoká Orlice","MULTIPOLYGON(((16.37453 50.32081,16.37434 50.32132,16.37428 50.32157,16.37426 50.32175,16.37428 50.322,16.37422 50.32218,16.37407 50.32229,16.37404 50.32245,16.37408 50.32292,16.37395 50.32308,16.37381 50.32329,16.37366 50.32394,16.37337 50.32422,16.37308 50.32446,16.37302 50.32461,16.37293 50.32507,16.37291 50.32555,16.37271 50.32608,16.3727 50.32628,16.37271 50.32648,16.37264 50.32663,16.37247 50.32685,16.37222 50.32695,16.37165 50.32723,16.37144 50.3273,16.37127 50.32733,16.3712 50.32737,16.37128 50.32745,16.37113 50.32764,16.37095 50.32782,16.37079 50.3279,16.3705 50.32801,16.37045 50.32813,16.37044 50.32837,16.37042 50.32845,16.37028 50.32864,16.37008 50.32872,16.36986 50.32882,16.36964 50.32895,16.3695 50.32905,16.36928 50.32916,16.36918 50.32932,16.36902 50.32949,16.3688 50.32965,16.36863 50.32971,16.36837 50.32972,16.36821 50.32984,16.36814 50.32995,16.36778 50.33007,16.36737 50.33012,16.36709 50.33024,16.36701 50.33037,16.36694 50.33055,16.36691 50.33072,16.36698 50.33093,16.36696 50.33113,16.36688 50.33141,16.36681 50.33149,16.36652 50.33166,16.36615 50.33177,16.3659 50.33182,16.36567 50.3319,16.36557 50.33208,16.36559 50.33223,16.36565 50.33236,16.36576 50.33248,16.36597 50.33256,16.36597 50.3327,16.36619 50.3327,16.3662 50.33255,16.36607 50.33239,16.36605 50.33228,16.36612 50.33211,16.36628 50.33198,16.36665 50.33183,16.36694 50.33174,16.36714 50.33154,16.36737 50.33127,16.36744 50.33102,16.3677 50.33049,16.368 50.33026,16.36858 50.33001,16.36899 50.32977,16.36922 50.32965,16.36957 50.32933,16.37001 50.32899,16.37047 50.32875,16.37083 50.32852,16.37087 50.32847,16.37099 50.32849,16.37139 50.32832,16.37147 50.3282,16.37144 50.32803,16.37138 50.32779,16.37142 50.32771,16.37201 50.3273,16.37282 50.32688,16.37303 50.32662,16.37302 50.32638,16.37292 50.32619,16.37294 50.32609,16.37321 50.32559,16.37322 50.3252,16.37328 50.32478,16.37326 50.32462,16.37342 50.32449,16.37362 50.32439,16.37394 50.32416,16.37398 50.32395,16.37396 50.32361,16.37401 50.32341,16.3741 50.32323,16.37426 50.3231,16.37448 50.32304,16.37453 50.32296,16.37455 50.32277,16.37448 50.3226,16.37446 50.3224,16.37453 50.32224,16.37453 50.32206,16.37458 50.32186,16.37463 50.32173,16.37487 50.32117,16.37499 50.32052,16.37518 50.32022,16.37539 50.31998,16.37545 50.31965,16.37553 50.31943,16.37568 50.3188,16.37579 50.31857,16.37575 50.31827,16.37584 50.31801,16.37581 50.31761,16.37563 50.31734,16.37555 50.31693,16.37532 50.31685,16.37527 50.31701,16.3753 50.3173,16.37539 50.31753,16.37554 50.31768,16.37554 50.31794,16.37546 50.31869,16.3753 50.3191,16.37524 50.31944,16.37516 50.31973,16.3752 50.31991,16.37513 50.32,16.37481 50.32002,16.37465 50.32023,16.37456 50.32048,16.37453 50.32081)))"
"102820000100","Bělá","Divoká Orlice","MULTIPOLYGON(((16.18684 50.12958,16.18726 50.12944,16.18776 50.12915,16.18816 50.12886,16.18823 50.12872,16.18828 50.12838,16.18857 50.12822,16.1887 50.12809,16.1887 50.12792,16.18849 50.12777,16.18825 50.12772,16.18796 50.12771,16.18735 50.12774,16.18491 50.12804,16.18368 50.12816,16.18479 50.12884,16.1852 50.12926,16.18553 50.1297,16.18596 50.12976,16.18638 50.12973,16.18684 50.12958)))"
"102820000100","Bělá","Divoká Orlice","MULTIPOLYGON(((16.37521 50.31111,16.37528 50.31094,16.37538 50.31078,16.37548 50.31057,16.37549 50.3104,16.37544 50.31025,16.37546 50.31014,16.37561 50.31007,16.37594 50.31001,16.37605 50.30994,16.37607 50.30988,16.37602 50.30969,16.37601 50.30953,16.37591 50.30939,16.37563 50.30911,16.37553 50.30894,16.37551 50.30875,16.37546 50.30855,16.37533 50.30838,16.37526 50.30856,16.37531 50.30869,16.37532 50.30883,16.37536 50.30901,16.37548 50.30923,16.37561 50.30935,16.3757 50.30959,16.37568 50.30988,16.37565 50.3099,16.37543 50.30992,16.37527 50.30998,16.37522 50.31007,16.37522 50.31021,16.3753 50.31037,16.37526 50.31054,16.37514 50.31073,16.37501 50.31099,16.37505 50.31116,16.37513 50.3113,16.37512 50.31142,16.37508 50.31157,16.37492 50.31186,16.37501 50.31199,16.37519 50.3118,16.3753 50.31156,16.3753 50.31138,16.37527 50.31127,16.37521 50.31111)))"
